candidate,task,rank,feature,importance,capacity_feature_importance_fraction
hypergraph,cancellation,6,ccrth_dest_capacity_scenario_constrained_probability,0.29492620346132736,0.09167125367802638
hypergraph,cancellation,7,ccrth_dest_capacity_scenario_marginal_probability,0.2070642215399941,0.09167125367802638
hypergraph,cancellation,8,ccrth_origin_capacity_scenario_constrained_probability,0.19118643661611323,0.09167125367802638
hypergraph,cancellation,9,ccrth_rotation_connected_probability,0.18223274708415535,0.09167125367802638
hypergraph,cancellation,10,ccrth_origin_maximum_runway_length_kft,0.17945331028442535,0.09167125367802638
hypergraph,cancellation,11,ccrth_origin_runway_feasible_end_fraction,0.17883704001694836,0.09167125367802638
hypergraph,cancellation,12,ccrth_origin_queue_p90,0.16846750835192761,0.09167125367802638
hypergraph,cancellation,13,ccrth_origin_expected_queue,0.1576847462690586,0.09167125367802638
hypergraph,cancellation,14,ccrth_origin_departure_demand_120m_log1p,0.15314350476072772,0.09167125367802638
hypergraph,cancellation,15,ccrth_dest_weather_capacity_stress,0.15010277812722542,0.09167125367802638
hypergraph,cancellation,16,ccrth_dest_metro_utilization,0.1374045126204644,0.09167125367802638
hypergraph,cancellation,17,ccrth_dest_runway_feasible_end_fraction,0.1349621445982836,0.09167125367802638
hypergraph,cancellation,18,ccrth_origin_weather_capacity_stress,0.1337403374638215,0.09167125367802638
hypergraph,cancellation,19,ccrth_origin_minimum_runway_length_kft,0.12480813281692749,0.09167125367802638
hypergraph,cancellation,20,ccrth_origin_runway_configuration_entropy,0.12157530763483217,0.09167125367802638
hypergraph,cancellation,21,ccrth_origin_flow_imbalance_60m,0.12074182140978627,0.09167125367802638
hypergraph,cancellation,22,ccrth_origin_recovery_minutes,0.11676778190155217,0.09167125367802638
hypergraph,cancellation,23,ccrth_origin_capacity_scenario_good_probability,0.11659801437627126,0.09167125367802638
hypergraph,cancellation,24,ccrth_dest_expected_slack,0.1164530231105479,0.09167125367802638
hypergraph,cancellation,25,ccrth_dest_movement_utilization,0.11558004153540441,0.09167125367802638
hypergraph,cancellation,26,ccrth_dest_queue_p90,0.11068064525137995,0.09167125367802638
hypergraph,cancellation,27,ccrth_origin_capacity_scenario_marginal_probability,0.1067739314345449,0.09167125367802638
hypergraph,cancellation,28,ccrth_origin_arrival_demand_120m_log1p,0.10427042608088714,0.09167125367802638
hypergraph,cancellation,29,ccrth_origin_metro_queue,0.10110041331716098,0.09167125367802638
hypergraph,cancellation,30,ccrth_origin_direction_utilization,0.100372584531578,0.09167125367802638
hypergraph,cancellation,31,ccrth_origin_metro_movement_demand_60m_log1p,0.08995184205788777,0.09167125367802638
hypergraph,cancellation,32,ccrth_origin_ils_end_fraction,0.08614109410259108,0.09167125367802638
hypergraph,cancellation,33,ccrth_dest_movement_demand_120m_log1p,0.07949054929868962,0.09167125367802638
hypergraph,cancellation,34,ccrth_dest_metro_queue,0.07278786268394768,0.09167125367802638
hypergraph,cancellation,35,ccrth_origin_departure_demand_60m_log1p,0.06944270981437654,0.09167125367802638
hypergraph,cancellation,36,ccrth_rotation_predecessor_capacity_overload,0.06690475593011186,0.09167125367802638
hypergraph,cancellation,37,ccrth_origin_metro_utilization,0.06461023152001745,0.09167125367802638
hypergraph,cancellation,38,ccrth_dest_movement_frontier_p50,0.062309135834656804,0.09167125367802638
hypergraph,cancellation,39,ccrth_dest_burstiness_15_to_60,0.05957161454819163,0.09167125367802638
hypergraph,cancellation,40,ccrth_dest_recovery_minutes,0.05675939986560392,0.09167125367802638
