airport,joint_log_loss,joint_log_loss_delta_vs_flare24,method,multiclass_brier,multiclass_brier_delta_vs_flare24,n,role
MEM,0.5268509163627741,-0.0004688272043111841,task_factorized_global_q4,0.3130370256930726,-3.323476041405815e-05,23500,origin
MIA,0.5846467519403267,-0.000976749221865414,task_factorized_global_q4,0.3658951640692431,-7.53509351801851e-05,104569,origin
MKE,0.5263832904047764,-0.0008463470840590626,task_factorized_global_q4,0.3147926504582855,-4.5743604032144614e-05,27310,origin
MSN,0.5318008587361944,-0.001414494466670635,task_factorized_global_q4,0.3164290502331136,-0.00018908684021762268,12612,origin
MSP,0.5008761229148838,-0.0005083224311333012,task_factorized_global_q4,0.3064570968463786,-3.278316735355613e-05,91402,origin
MSY,0.5487255389343249,-0.0001787208366554882,task_factorized_global_q4,0.32808776098399267,2.638344886007893e-06,50424,origin
MYR,0.5574791189987831,-0.0006676623397762205,task_factorized_global_q4,0.32671029564798754,-0.00014374724519478077,12929,origin
OAK,0.44298353478305375,4.235872105096128e-05,task_factorized_global_q4,0.2638950598319916,1.0901387165307419e-05,33273,origin
OGG,0.4290029615178004,-0.0002684184029621006,task_factorized_global_q4,0.2423302175894981,-1.530922578185656e-05,24858,origin
OKC,0.5262213274372503,-0.0009158896413272721,task_factorized_global_q4,0.3157345061322267,-3.184617409146551e-05,23776,origin
OMA,0.49491812064203045,-0.0007123122517754821,task_factorized_global_q4,0.29306311909699184,-4.041153855532942e-05,23836,origin
ONT,0.4567473271638354,-0.00018499990501524843,task_factorized_global_q4,0.26828172400048356,5.455209038329745e-06,25833,origin
ORD,0.5810683439810267,-0.0008132183165225904,task_factorized_global_q4,0.3589884840466119,-5.276997405917472e-05,257943,origin
ORF,0.5597269313873886,-0.001346351576120619,task_factorized_global_q4,0.3312867637822346,-2.922293632268147e-05,19573,origin
PBI,0.569746275180878,-0.001460325934445339,task_factorized_global_q4,0.3496965243446251,-9.140477766911292e-05,28349,origin
PDX,0.47626366555224603,-6.088376641311122e-05,task_factorized_global_q4,0.2843403034689714,6.9721265728572845e-06,58871,origin
PHL,0.6060331115519427,-0.0007295449672459764,task_factorized_global_q4,0.37211483532773576,-6.744773760675171e-05,92497,origin
PHX,0.5017668360634396,-0.0001555197856496493,task_factorized_global_q4,0.30603729700490123,1.0275125696401766e-06,175652,origin
PIT,0.49278066500462236,-0.0012689902889287397,task_factorized_global_q4,0.2913071278801981,-0.000164361366981558,41531,origin
PNS,0.5488970162649621,0.00033369246936132413,task_factorized_global_q4,0.31618748450774464,2.337247409223142e-06,13723,origin
PSP,0.4810910281019038,-7.507044597232504e-06,task_factorized_global_q4,0.291384275494718,3.949874347153326e-06,14520,origin
PVD,0.5440838536919189,-0.0012902711975439907,task_factorized_global_q4,0.324828562124816,-0.00012098546861799564,15164,origin
PWM,0.5512075872426409,-0.0014301930325968382,task_factorized_global_q4,0.32753502596320155,-0.0002164786021849885,10630,origin
RDU,0.5251576520547424,-0.0013326646599712832,task_factorized_global_q4,0.3128893930786603,-9.143285048757166e-05,54711,origin
RIC,0.5508457362884575,-0.0012335461013842641,task_factorized_global_q4,0.3292380460124482,-5.376862505945823e-05,17525,origin
RNO,0.48642448106473035,0.00016624385960212207,task_factorized_global_q4,0.2858434279784608,2.94702048299067e-05,20662,origin
ROC,0.5629844982911331,-0.0012390114144814612,task_factorized_global_q4,0.33851105007481347,-8.843289521293096e-05,9914,origin
RSW,0.5148981185254887,-0.0009164965285941573,task_factorized_global_q4,0.3095870050862423,-4.996079442365353e-05,33899,origin
SAN,0.5365156801112194,-0.0003330795716978141,task_factorized_global_q4,0.326448637297414,-1.731328122567266e-05,92521,origin
SAT,0.47671306530314006,-0.00015225515498001885,task_factorized_global_q4,0.28026922029396917,-5.863164366293194e-06,41253,origin
SAV,0.5535460900005532,-0.00043326608466787153,task_factorized_global_q4,0.32463193043656274,-3.760095970967159e-05,18659,origin
SDF,0.5228988499050077,-0.0010433581317831342,task_factorized_global_q4,0.30450125757112195,-8.516570770111809e-05,22203,origin
SEA,0.534447876470023,-0.0001292511424253462,task_factorized_global_q4,0.33089170858831574,3.1853575346296736e-06,145024,origin
SFO,0.4971718990120277,-0.0003707297056014802,task_factorized_global_q4,0.3029455571408768,-7.926614080500105e-06,130201,origin
SJC,0.4333939112425339,-7.151636069757661e-05,task_factorized_global_q4,0.25509769627831125,3.108623339465044e-06,45114,origin
SJU,0.5293084122127434,-0.00028520135286647097,task_factorized_global_q4,0.325385328257321,-2.2281548663127815e-05,34352,origin
SLC,0.4567391368997283,-0.0003451108430475025,task_factorized_global_q4,0.2737821872111222,-9.262997470615986e-06,95416,origin
SMF,0.4516208297029955,-0.000159291136254458,task_factorized_global_q4,0.26927854217068964,5.339378129298744e-06,56514,origin
SNA,0.4895902766261835,-0.0005522245433444151,task_factorized_global_q4,0.290033591141362,-3.359481572279277e-05,42958,origin
STL,0.5190838702329033,-0.00046223225442521,task_factorized_global_q4,0.3141092831923071,-3.289953070528817e-06,62551,origin
SYR,0.5838602499135916,-0.002474430792385518,task_factorized_global_q4,0.3501440938654293,-0.00020100162726144344,9782,origin
TPA,0.525834618892885,-0.0008873708966266047,task_factorized_global_q4,0.32052350020529624,-6.795247887925182e-05,77003,origin
TUL,0.5241915870442844,-0.0014710489285798545,task_factorized_global_q4,0.3078854835517122,-9.685901503808658e-05,18006,origin
TUS,0.4425681894344849,-0.00020330575070354184,task_factorized_global_q4,0.25567982229187597,-3.716961026856147e-06,19884,origin
TYS,0.585291905361281,-0.000885123301680113,task_factorized_global_q4,0.3527052579326774,-6.983862737364177e-05,11396,origin
XNA,0.565013746971481,-0.0016696088558986188,task_factorized_global_q4,0.33699957924444224,-5.514114218957422e-05,12083,origin
ABQ,0.454412945696984,-0.0003262028789995375,task_factorized_capacity_gated_q4,0.2659943027799655,-6.145891093822797e-07,24880,origin
ALB,0.5401649463419207,-0.0012858858882812685,task_factorized_capacity_gated_q4,0.32218683178961016,-0.00011162649120094459,11939,origin
ANC,0.4713623938490109,5.696281952188853e-05,task_factorized_capacity_gated_q4,0.27774553636953303,-3.5130566494068205e-05,12629,origin
ATL,0.5688776484530138,-0.00011605513110746202,task_factorized_capacity_gated_q4,0.34802210669230826,7.682320728008563e-06,266525,origin
AUS,0.5244951689707041,-0.00037302477752121366,task_factorized_capacity_gated_q4,0.3226192618435025,-2.2978612283675037e-05,82370,origin
BDL,0.5257957662169452,-0.0009026898021260443,task_factorized_capacity_gated_q4,0.3171972189217161,-9.137920890084361e-05,22764,origin
BHM,0.5206090912074379,-0.0006997739014702464,task_factorized_capacity_gated_q4,0.3045833043714817,-5.867688098626367e-05,16638,origin
BNA,0.5309948948794644,-0.0007217227581701735,task_factorized_capacity_gated_q4,0.3247800205770046,-2.59788155331786e-05,99747,origin
BOI,0.42327353046895316,2.809825857319481e-06,task_factorized_capacity_gated_q4,0.2516535507410807,1.7864881667550847e-05,23112,origin
BOS,0.5617020916583326,-0.0007017346188401552,task_factorized_capacity_gated_q4,0.34349222142440183,-7.983537656536255e-05,138336,origin
BUF,0.5386289523932468,-0.0009017723685130763,task_factorized_capacity_gated_q4,0.322588806485556,-0.0001640115363122363,20374,origin
BUR,0.4832813710472311,-0.0005269015265020882,task_factorized_capacity_gated_q4,0.2789800811010023,-6.057254261948586e-06,29719,origin
BWI,0.5323805322851429,-0.0002833567620098565,task_factorized_capacity_gated_q4,0.321968708234557,-2.171867870609523e-05,90284,origin
CHS,0.5542919508080619,-0.0013753367921736093,task_factorized_capacity_gated_q4,0.3264851670659578,-0.00018630086410692526,24294,origin
CLE,0.5204810549261782,-0.0013758791005139548,task_factorized_capacity_gated_q4,0.3086779877151493,-0.00018744450168201032,39356,origin
CLT,0.5761995473442832,-0.0012941038012261874,task_factorized_capacity_gated_q4,0.3538680592466382,-7.273079339648048e-05,158932,origin
CMH,0.512611451388978,-0.0012697653879369941,task_factorized_capacity_gated_q4,0.3070107727913218,-0.00016146605148104065,43587,origin
COS,0.5479509241840191,-0.001001122237930696,task_factorized_capacity_gated_q4,0.3318153719674899,-1.3321938904187203e-05,13037,origin
CVG,0.5412249403513499,-0.001544159091715569,task_factorized_capacity_gated_q4,0.3266486505879318,-0.0002445306918549828,30824,origin
DAL,0.5569857306363873,-0.0006994774593253039,task_factorized_capacity_gated_q4,0.34022852249220137,-1.6052316341830242e-05,65842,origin
DAY,0.551783885602564,-0.0013854010599441136,task_factorized_capacity_gated_q4,0.3228929996478128,-9.384043033150435e-05,7562,origin
DCA,0.6572524433393915,-0.0016844057869682683,task_factorized_capacity_gated_q4,0.39401779197073716,-0.00014467213017782532,127289,origin
DEN,0.5434280537644421,-0.0001540831465828285,task_factorized_capacity_gated_q4,0.34324957189429206,1.009833078824407e-07,243152,origin
DFW,0.6689671311510875,-0.00017507715731357454,task_factorized_capacity_gated_q4,0.409309882735234,3.5527586679240386e-06,221410,origin
DSM,0.5410373630283477,-0.0020141367992762005,task_factorized_capacity_gated_q4,0.31797890910129367,-0.00025131436316205846,13622,origin
DTW,0.5236994328158687,-0.0007100684192085094,task_factorized_capacity_gated_q4,0.31978756160315,-7.692155003025114e-05,108498,origin
ELP,0.47467733045238975,-0.0006859877954253912,task_factorized_capacity_gated_q4,0.2785709896422392,-3.6772698553122485e-05,16763,origin
EWR,0.6127462210583264,-0.0008853373855874924,task_factorized_capacity_gated_q4,0.36958192964155845,-3.177543339244471e-05,113771,origin
FAT,0.47721552373224896,-0.000364108390577933,task_factorized_capacity_gated_q4,0.28600992568300804,-5.815553623333969e-06,13175,origin
FLL,0.55296860461001,-0.000957759958390425,task_factorized_capacity_gated_q4,0.34015698996607713,-7.365309716794721e-05,81633,origin
GEG,0.42706169557487955,-8.97166780944314e-05,task_factorized_capacity_gated_q4,0.2532302772045758,7.015757571615655e-06,17884,origin
GRR,0.5419361021174381,-0.0012165807501641757,task_factorized_capacity_gated_q4,0.32796796096019754,-5.681823624653637e-05,16731,origin
GSO,0.5336839158611557,-0.0019660533793952606,task_factorized_capacity_gated_q4,0.3048379411334658,-0.0001606181461500933,10163,origin
GSP,0.5102335327850922,-0.001134606792163706,task_factorized_capacity_gated_q4,0.2960981910474798,-4.122973173015243e-05,13691,origin
HNL,0.43237010107286844,-0.0002850442891465521,task_factorized_capacity_gated_q4,0.24787520798890247,-5.31066691936144e-06,51232,origin
HOU,0.5193820076668129,0.0002860145941968595,task_factorized_capacity_gated_q4,0.3143275189193626,-2.012789221184086e-06,50539,origin
HPN,0.5792925862547751,-0.0031123491619067245,task_factorized_capacity_gated_q4,0.34425140281074185,-0.00042307110022005157,10381,origin
IAD,0.5093332971838282,-0.0005432607978161919,task_factorized_capacity_gated_q4,0.3101485465702111,-3.575762078855682e-05,54506,origin
IAH,0.5457020408499771,-0.0002195173388559457,task_factorized_capacity_gated_q4,0.3332170263680838,-3.619397762016918e-05,107923,origin
ICT,0.5820185707510781,-0.00215297171368245,task_factorized_capacity_gated_q4,0.34762115607883,-7.747884792841386e-05,10780,origin
IND,0.5065731656751412,-0.0006923687827278258,task_factorized_capacity_gated_q4,0.3002722967248709,-9.266922195871885e-05,45448,origin
JAX,0.5196962276273274,-0.0009458001963084106,task_factorized_capacity_gated_q4,0.3057035954159236,-5.4965662066197574e-05,27657,origin
JFK,0.5850144819284059,-0.0007814038774234255,task_factorized_capacity_gated_q4,0.3567384914400887,-9.84462725068802e-05,100462,origin
KOA,0.4061644730425264,-0.00016890816326148306,task_factorized_capacity_gated_q4,0.22323268130535862,1.6355728801709102e-05,15585,origin
LAS,0.5077364616028818,-0.00023862854940381872,task_factorized_capacity_gated_q4,0.31106546300349003,-7.633854586186484e-06,173080,origin
LAX,0.46858217241983996,-0.000319513603464161,task_factorized_capacity_gated_q4,0.2799087289105664,-1.5728019487459832e-05,178888,origin
LGA,0.6287075915664173,-0.0019103630978616337,task_factorized_capacity_gated_q4,0.38209905859959836,-0.00017098039237534168,129295,origin
LGB,0.39812408254906295,-5.8096687926112445e-05,task_factorized_capacity_gated_q4,0.22907776874711377,1.3522039202240599e-06,16513,origin
LIH,0.4268315154056445,-0.0006645756499683575,task_factorized_capacity_gated_q4,0.23969879705400007,-2.6987897986413545e-05,15466,origin
LIT,0.5604004282257198,-0.0005998899050907447,task_factorized_capacity_gated_q4,0.33489775048398684,6.058654365204141e-06,12520,origin
MAF,0.5034397396487053,-0.0013043229966380743,task_factorized_capacity_gated_q4,0.29408410120374434,-6.008588840011875e-05,9750,origin
MCI,0.5240743416575786,-0.0003346142639668592,task_factorized_capacity_gated_q4,0.3154484466850854,5.249897603182285e-05,47217,origin
MCO,0.5388900491349373,-0.0006673899258318183,task_factorized_capacity_gated_q4,0.332870483636976,-3.063630174665599e-05,150588,origin
MDW,0.5226163113840743,-0.0004479268828535554,task_factorized_capacity_gated_q4,0.3199551696368915,-2.6359094308925357e-05,71497,origin
MEM,0.5268427322137406,-0.0004770113533447695,task_factorized_capacity_gated_q4,0.3130402046313962,-3.0055822090480078e-05,23500,origin
MIA,0.5846719055726746,-0.0009515955895175177,task_factorized_capacity_gated_q4,0.3658977688646285,-7.274613979479927e-05,104569,origin
MKE,0.5263221353455498,-0.0009075021432856101,task_factorized_capacity_gated_q4,0.3147913768616781,-4.7017200639543066e-05,27310,origin
MSN,0.5317067875350767,-0.0015085656677883419,task_factorized_capacity_gated_q4,0.31641135087807354,-0.00020678619525765773,12612,origin
MSP,0.5008660572332924,-0.0005183881127247547,task_factorized_capacity_gated_q4,0.30645735068538377,-3.252932834840738e-05,91402,origin
MSY,0.5487189786605009,-0.00018528111047944051,task_factorized_capacity_gated_q4,0.3280849051213503,-2.1751775636236204e-07,50424,origin
MYR,0.5574790748439301,-0.0006677064946292166,task_factorized_capacity_gated_q4,0.3266974757032691,-0.00015656718991319263,12929,origin
OAK,0.44297425793605205,3.308187404926777e-05,task_factorized_capacity_gated_q4,0.26389530158308455,1.1143138258284946e-05,33273,origin
OGG,0.42900335614405494,-0.00026802377670753774,task_factorized_capacity_gated_q4,0.24233167169861558,-1.3855116664379663e-05,24858,origin
OKC,0.5262150370004061,-0.000922180078171464,task_factorized_capacity_gated_q4,0.31573588526702806,-3.046703929010519e-05,23776,origin
OMA,0.494942612252583,-0.0006878206412229138,task_factorized_capacity_gated_q4,0.2930637699512109,-3.9760684336254126e-05,23836,origin
ONT,0.45675898291088946,-0.00017334415796121938,task_factorized_capacity_gated_q4,0.268284790554161,8.521762715762993e-06,25833,origin
ORD,0.5810899039905386,-0.0007916583070106675,task_factorized_capacity_gated_q4,0.35899125416383115,-4.9999856839899604e-05,257943,origin
ORF,0.5596192086112988,-0.0014540743522104549,task_factorized_capacity_gated_q4,0.3312854952432083,-3.049147534894825e-05,19573,origin
PBI,0.5697440428000564,-0.0014625583152668709,task_factorized_capacity_gated_q4,0.3496944125222766,-9.351660001760687e-05,28349,origin
PDX,0.47630580347070056,-1.874584795857892e-05,task_factorized_capacity_gated_q4,0.2843440155350197,1.0684192621179811e-05,58871,origin
PHL,0.6060548973462103,-0.0007077591729783839,task_factorized_capacity_gated_q4,0.3721201276137108,-6.215545163168468e-05,92497,origin
PHX,0.5017700695926014,-0.00015228625648788796,task_factorized_capacity_gated_q4,0.3060380876503149,1.8181579833354e-06,175652,origin
PIT,0.4928294000373743,-0.0012202552561768054,task_factorized_capacity_gated_q4,0.2913177178858659,-0.00015377136131372593,41531,origin
PNS,0.5489038823450735,0.0003405585494726804,task_factorized_capacity_gated_q4,0.3161822729382907,-2.8743220447102757e-06,13723,origin
PSP,0.4811256338686123,2.7098722111262852e-05,task_factorized_capacity_gated_q4,0.29138516793231845,4.842311947583777e-06,14520,origin
PVD,0.5439045652161908,-0.001469559673272114,task_factorized_capacity_gated_q4,0.3248142521011846,-0.00013529549224938764,15164,origin
PWM,0.5512901544098043,-0.001347625865433355,task_factorized_capacity_gated_q4,0.3275392027121472,-0.00021230185323933837,10630,origin
RDU,0.5252125832757798,-0.0012777334389338924,task_factorized_capacity_gated_q4,0.31289327754192586,-8.754838722202507e-05,54711,origin
RIC,0.5507481636669416,-0.0013311187229001487,task_factorized_capacity_gated_q4,0.3292294746996652,-6.23399378424927e-05,17525,origin
RNO,0.4864594985399936,0.0002012613348653658,task_factorized_capacity_gated_q4,0.28584165262894257,2.769485531167737e-05,20662,origin
ROC,0.5629627006228058,-0.0012608090828086782,task_factorized_capacity_gated_q4,0.338511799586229,-8.768338379738783e-05,9914,origin
RSW,0.5148870384767866,-0.0009275765772962519,task_factorized_capacity_gated_q4,0.30958886696139876,-4.8098919267214324e-05,33899,origin
SAN,0.5365292624761882,-0.0003194972067290802,task_factorized_capacity_gated_q4,0.3264504545163974,-1.5496062242270625e-05,92521,origin
SAT,0.47670852070871655,-0.00015679974940352448,task_factorized_capacity_gated_q4,0.2802671128621679,-7.970596167583555e-06,41253,origin
SAV,0.553525518265826,-0.0004538378193951198,task_factorized_capacity_gated_q4,0.3246300214643209,-3.950993195150909e-05,18659,origin
SDF,0.5228207425626112,-0.0011214654741795727,task_factorized_capacity_gated_q4,0.30449433268928855,-9.209058953452143e-05,22203,origin
SEA,0.5344636314974281,-0.00011349611502020629,task_factorized_capacity_gated_q4,0.33089306508143,4.541850648909218e-06,145024,origin
SFO,0.49717993331452126,-0.0003626954031079044,task_factorized_capacity_gated_q4,0.30294506461255544,-8.419142401849822e-06,130201,origin
SJC,0.43339069557483495,-7.473202839652915e-05,task_factorized_capacity_gated_q4,0.25509544766627074,8.600112989531894e-07,45114,origin
SJU,0.529306827118428,-0.00028678644718183044,task_factorized_capacity_gated_q4,0.3253850242536418,-2.258555234235793e-05,34352,origin
SLC,0.4567069013274735,-0.0003773464153022932,task_factorized_capacity_gated_q4,0.27378146665467856,-9.983553914238996e-06,95416,origin
SMF,0.45163255788100065,-0.0001475629582493032,task_factorized_capacity_gated_q4,0.2692784113050771,5.208512516785557e-06,56514,origin
SNA,0.4895856467552156,-0.0005568544143123022,task_factorized_capacity_gated_q4,0.290032733474436,-3.445248264882794e-05,42958,origin
STL,0.5190872167112368,-0.0004588857760916554,task_factorized_capacity_gated_q4,0.3141133065494253,7.334040477147141e-07,62551,origin
SYR,0.5835424272302996,-0.002792253475677575,task_factorized_capacity_gated_q4,0.3501124822699008,-0.00023261322278989027,9782,origin
TPA,0.5258789423315003,-0.0008430474580112257,task_factorized_capacity_gated_q4,0.3205276971506604,-6.375553351511964e-05,77003,origin
TUL,0.5240846840983787,-0.0015779518744855059,task_factorized_capacity_gated_q4,0.3078754233400127,-0.00010691922673755627,18006,origin
TUS,0.44260131988028856,-0.00017017530489987776,task_factorized_capacity_gated_q4,0.2556818957884369,-1.6434644659057973e-06,19884,origin
TYS,0.5852121064555093,-0.0009649222074518127,task_factorized_capacity_gated_q4,0.3526997061376849,-7.539042236609506e-05,11396,origin
XNA,0.5648794507775433,-0.0018039050498362963,task_factorized_capacity_gated_q4,0.33699315679593383,-6.156359069797723e-05,12083,origin
ABQ,0.4538730389196135,-0.0008661096563700177,cancel_normalized_capacity__delay_flare24,0.26597082597597266,-2.4091393102221303e-05,24880,origin
ALB,0.5387123184488185,-0.002738513781383456,cancel_normalized_capacity__delay_flare24,0.32204510631895245,-0.00025335196185866105,11939,origin
ANC,0.4711281402243214,-0.00017729080516759588,cancel_normalized_capacity__delay_flare24,0.2777743104356626,-6.3565003645127405e-06,12629,origin
ATL,0.5681153254112177,-0.0008783781729035933,cancel_normalized_capacity__delay_flare24,0.34800849309484977,-5.9312767304864344e-06,266525,origin
AUS,0.5239927221207215,-0.0008754716275038987,cancel_normalized_capacity__delay_flare24,0.32258989644309993,-5.234401268622291e-05,82370,origin
BDL,0.5255373139650829,-0.0011611420539884287,cancel_normalized_capacity__delay_flare24,0.31712097779050624,-0.00016762034011069682,22764,origin
BHM,0.5184168750456276,-0.0028919900632805584,cancel_normalized_capacity__delay_flare24,0.30425459882395,-0.00038738242851793503,16638,origin
BNA,0.5305347815735317,-0.0011818360641028258,cancel_normalized_capacity__delay_flare24,0.3247534762030469,-5.252318949089396e-05,99747,origin
BOI,0.42344901686704406,0.00017829622394821554,cancel_normalized_capacity__delay_flare24,0.25165625346049714,2.0567601083987253e-05,23112,origin
BOS,0.5609367124471225,-0.0014671138300502706,cancel_normalized_capacity__delay_flare24,0.34340199532351184,-0.00017006147745535216,138336,origin
BUF,0.5376653856809761,-0.00186533908078379,cancel_normalized_capacity__delay_flare24,0.3223087488629563,-0.00044406915891193055,20374,origin
BUR,0.48484690129416985,0.0010386287204366407,cancel_normalized_capacity__delay_flare24,0.2791324664561417,0.0001463281008774464,29719,origin
BWI,0.5318939979191479,-0.0007698911280048515,cancel_normalized_capacity__delay_flare24,0.32195301217454303,-3.741473872004297e-05,90284,origin
CHS,0.553368956913896,-0.002298330686339556,cancel_normalized_capacity__delay_flare24,0.3263008548023583,-0.00037061312770642063,24294,origin
CLE,0.5197566505386776,-0.0021002834880146093,cancel_normalized_capacity__delay_flare24,0.3084175524428073,-0.00044787977402405144,39356,origin
CLT,0.5747080082408259,-0.0027856429046835274,cancel_normalized_capacity__delay_flare24,0.3537601463658066,-0.00018064367422809813,158932,origin
CMH,0.5124129773020075,-0.0014682394749074845,cancel_normalized_capacity__delay_flare24,0.30685269830369005,-0.0003195405391127615,43587,origin
COS,0.5462776592701848,-0.0026743871517650453,cancel_normalized_capacity__delay_flare24,0.33167012544993696,-0.00015856845645711992,13037,origin
CVG,0.5406626575789257,-0.002106441864139774,cancel_normalized_capacity__delay_flare24,0.32652896194503617,-0.0003642193347506151,30824,origin
DAL,0.5573716396043935,-0.00031356849131913833,cancel_normalized_capacity__delay_flare24,0.3403297650206952,8.519021215197542e-05,65842,origin
DAY,0.5498839260367654,-0.003285360625742695,cancel_normalized_capacity__delay_flare24,0.32268985690684593,-0.0002969831712983928,7562,origin
DCA,0.6536845133980053,-0.005252335728354485,cancel_normalized_capacity__delay_flare24,0.39342280739893004,-0.0007396567019849476,127289,origin
DEN,0.5432042020507464,-0.0003779348602785948,cancel_normalized_capacity__delay_flare24,0.34324948668498845,1.5774004269442088e-08,243152,origin
DFW,0.6678492827058979,-0.0012929256025031588,cancel_normalized_capacity__delay_flare24,0.40925278100571805,-5.3548970848027455e-05,221410,origin
DSM,0.5401043299597894,-0.002947169867834498,cancel_normalized_capacity__delay_flare24,0.31782015932977997,-0.0004100641346757583,13622,origin
DTW,0.523414493532774,-0.0009950077023032078,cancel_normalized_capacity__delay_flare24,0.3197176137097439,-0.00014686944343633712,108498,origin
ELP,0.47416713091116813,-0.0011961873366470033,cancel_normalized_capacity__delay_flare24,0.2785319933503833,-7.576899040900864e-05,16763,origin
EWR,0.6087603700088645,-0.004871188435049412,cancel_normalized_capacity__delay_flare24,0.36912391057789734,-0.0004897944970535528,113771,origin
FAT,0.47747057866788967,-0.00010905345493722463,cancel_normalized_capacity__delay_flare24,0.2860031056904091,-1.2635546222272698e-05,13175,origin
FLL,0.5526132061558826,-0.0013131584125177787,cancel_normalized_capacity__delay_flare24,0.3401760590328804,-5.4584030364679403e-05,81633,origin
GEG,0.4267426506909257,-0.0004087615620482765,cancel_normalized_capacity__delay_flare24,0.25319352590491007,-2.9735542094122547e-05,17884,origin
GRR,0.5407266071562559,-0.0024260757113464537,cancel_normalized_capacity__delay_flare24,0.32777560074587314,-0.00024917845057093047,16731,origin
GSO,0.5312077180970273,-0.004442251143523701,cancel_normalized_capacity__delay_flare24,0.3045279045946512,-0.00047065468496471086,10163,origin
GSP,0.5082767591429396,-0.0030913804343163376,cancel_normalized_capacity__delay_flare24,0.2957640963136164,-0.0003753244655935739,13691,origin
HNL,0.43250584584194474,-0.00014929952007025626,cancel_normalized_capacity__delay_flare24,0.247890577142881,1.0058487059178e-05,51232,origin
HOU,0.5180293518945386,-0.001066641178077421,cancel_normalized_capacity__delay_flare24,0.31425432713559937,-7.520457298443306e-05,50539,origin
HPN,0.5769185297322861,-0.005486405684395734,cancel_normalized_capacity__delay_flare24,0.3440316516957547,-0.0006428222152071728,10381,origin
IAD,0.5086896694915629,-0.001186888490081528,cancel_normalized_capacity__delay_flare24,0.3100638756248047,-0.00012042856619498554,54506,origin
IAH,0.544783811641622,-0.0011377465472109938,cancel_normalized_capacity__delay_flare24,0.3331590016293901,-9.421871631387635e-05,107923,origin
ICT,0.5801431661866159,-0.004028376278144674,cancel_normalized_capacity__delay_flare24,0.34711656760631204,-0.0005820673204463556,10780,origin
IND,0.5060929364283018,-0.0011725980295672622,cancel_normalized_capacity__delay_flare24,0.30011916131669714,-0.00024580463013246234,45448,origin
JAX,0.5189669428552184,-0.0016750849684173952,cancel_normalized_capacity__delay_flare24,0.3056564707148316,-0.00010209036315822484,27657,origin
JFK,0.5839089342315302,-0.0018869515742990783,cancel_normalized_capacity__delay_flare24,0.35652909028728547,-0.0003078474253100927,100462,origin
KOA,0.4060747704246308,-0.0002586107811570759,cancel_normalized_capacity__delay_flare24,0.22321944622724293,3.1206506860281813e-06,15585,origin
LAS,0.5075418304119649,-0.0004332597403207128,cancel_normalized_capacity__delay_flare24,0.31106488367564433,-8.213182431882071e-06,173080,origin
LAX,0.46837225878942185,-0.0005294272338822736,cancel_normalized_capacity__delay_flare24,0.2799049718937917,-1.9485036262145705e-05,178888,origin
LGA,0.6273177886478938,-0.0033001660163851643,cancel_normalized_capacity__delay_flare24,0.381675755238063,-0.0005942837539106849,129295,origin
LGB,0.39860155283826526,0.00041937360127619616,cancel_normalized_capacity__delay_flare24,0.22909768323561835,2.1266692424803946e-05,16513,origin
LIH,0.42684766326916307,-0.0006484277864498011,cancel_normalized_capacity__delay_flare24,0.23971725638249625,-8.52856949024039e-06,15466,origin
LIT,0.5582858268744295,-0.002714491256381013,cancel_normalized_capacity__delay_flare24,0.3347144420714202,-0.00017724975820143651,12520,origin
MAF,0.5025041224382168,-0.0022399402071264785,cancel_normalized_capacity__delay_flare24,0.2940355976108896,-0.00010858948125486156,9750,origin
MCI,0.5230275591120546,-0.001381396809490898,cancel_normalized_capacity__delay_flare24,0.31525270184256027,-0.0001432458664933356,47217,origin
MCO,0.5385400104863636,-0.0010174285744055656,cancel_normalized_capacity__delay_flare24,0.33286947559799335,-3.164434072933098e-05,150588,origin
MDW,0.5217832381548919,-0.0012810001120359127,cancel_normalized_capacity__delay_flare24,0.31992007694026925,-6.145179093119957e-05,71497,origin
MEM,0.5260443131909215,-0.0012754303761638441,cancel_normalized_capacity__delay_flare24,0.3128594524940332,-0.00021080795945349617,23500,origin
MIA,0.584002554026277,-0.0016209471359150962,cancel_normalized_capacity__delay_flare24,0.36585816966677676,-0.00011234533764653554,104569,origin
MKE,0.525197458395223,-0.0020321790936124184,cancel_normalized_capacity__delay_flare24,0.3146175375510173,-0.0002208565113003269,27310,origin
MSN,0.5308419865752121,-0.002373366627652973,cancel_normalized_capacity__delay_flare24,0.3162424829082919,-0.0003756541650393186,12612,origin
MSP,0.5005968993928861,-0.0007875459531310192,cancel_normalized_capacity__delay_flare24,0.30640459960128175,-8.528041245042806e-05,91402,origin
MSY,0.5465366376488969,-0.0023676221220834126,cancel_normalized_capacity__delay_flare24,0.3279187505161902,-0.00016637212291648051,50424,origin
MYR,0.555109131203453,-0.0030376501351063734,cancel_normalized_capacity__delay_flare24,0.3264096093350399,-0.000444433558142443,12929,origin
OAK,0.44292202313290524,-1.9152929097543403e-05,cancel_normalized_capacity__delay_flare24,0.2639089448152545,2.47863704282425e-05,33273,origin
OGG,0.42944712810382896,0.000175748183066482,cancel_normalized_capacity__delay_flare24,0.24238635308944384,4.082627416387985e-05,24858,origin
OKC,0.5253813342346729,-0.0017558828439045993,cancel_normalized_capacity__delay_flare24,0.3156562946197441,-0.00011005768657407211,23776,origin
