airport,joint_log_loss,joint_log_loss_delta_vs_flare24,method,multiclass_brier,multiclass_brier_delta_vs_flare24,n,role
DSM,0.5408055237237789,-0.0022459761038450266,raw_demand,0.31821076656202857,-1.9456902427161804e-05,13622,origin
DTW,0.5234043469826339,-0.0010051542524432966,raw_demand,0.3196949027278971,-0.00016958042528314454,108498,origin
ELP,0.47517130699166454,-0.00019201125615059267,raw_demand,0.2791066596814838,0.0004988973406914732,16763,origin
EWR,0.6110550631545795,-0.0025764952893344573,raw_demand,0.3699074236337765,0.0002937185588255953,113771,origin
FAT,0.4771745496121258,-0.0004050825107010936,raw_demand,0.28605772882318814,4.198758655676871e-05,13175,origin
FLL,0.5534532288423984,-0.00047313572600193865,raw_demand,0.34074013528775055,0.00050949222450547,81633,origin
GEG,0.4274892207013439,0.00033780844836989177,raw_demand,0.2533884781674077,0.00016521672040353819,17884,origin
GRR,0.5416485586035696,-0.0015041242640326802,raw_demand,0.32793244462322796,-9.233457321611294e-05,16731,origin
GSO,0.5312595743909168,-0.004390394849634216,raw_demand,0.3045149403637706,-0.0004836189158453075,10163,origin
GSP,0.5083946340186781,-0.0029735055585777825,raw_demand,0.29616656359026017,2.7142811050206994e-05,13691,origin
HNL,0.43162920618736905,-0.00102593917464594,raw_demand,0.247481331158856,-0.0003991874969658249,51232,origin
HOU,0.5196334705452772,0.0005374774726611964,raw_demand,0.31487823299697776,0.0005487012883939602,50539,origin
HPN,0.5821369372258948,-0.00026799819078704434,raw_demand,0.3458294212408451,0.0011549473298831936,10381,origin
IAD,0.5097026223699545,-0.0001739356116899904,raw_demand,0.31071926993224336,0.0005349657412436759,54506,origin
IAH,0.5466484857498197,0.0007269275609866899,raw_demand,0.3338132624303834,0.000560042084679413,107923,origin
ICT,0.5811616641678592,-0.0030098782969013582,raw_demand,0.34785016628887944,0.0001515313621210379,10780,origin
IND,0.5064837256018968,-0.0007818088559722325,raw_demand,0.30036096714136346,-3.998805466143285e-06,45448,origin
JAX,0.5199608661025554,-0.0006811617210803478,raw_demand,0.30608578654068835,0.0003272254626985327,27657,origin
JFK,0.5861955843990629,0.00039969859323363277,raw_demand,0.35779089218624094,0.0009539544736453798,100462,origin
KOA,0.4059223694364008,-0.00041101176938707074,raw_demand,0.223546678170784,0.0003303525942270902,15585,origin
LAS,0.5088537603327176,0.000878670180431973,raw_demand,0.3121932181658412,0.0011201213077650096,173080,origin
LAX,0.4691944101575047,0.00029272413420056154,raw_demand,0.28031686996674554,0.0003924130366916856,178888,origin
LGA,0.6273246612332276,-0.003293293431051336,raw_demand,0.38145756584769674,-0.0008124731442769595,129295,origin
LGB,0.3992812369658715,0.0010990577288824133,raw_demand,0.22954620365371403,0.00046978711052048094,16513,origin
LIH,0.4284249218147035,0.0009288307590906153,raw_demand,0.24040207573242064,0.0006762907804341578,15466,origin
LIT,0.5596125396117363,-0.0013877785190742342,raw_demand,0.33568728057315145,0.000795588743529807,12520,origin
MAF,0.5036331096230137,-0.0011109530223296638,raw_demand,0.29465644314471884,0.000512256052574378,9750,origin
MCI,0.5238477463964879,-0.0005612095250575599,raw_demand,0.3158243766750396,0.0004284289659859941,47217,origin
MCO,0.5405112655973997,0.0009538265366305643,raw_demand,0.33424144857626875,0.0013403286375460732,150588,origin
MDW,0.5230196618663913,-4.457640053656675e-05,raw_demand,0.32024958434840856,0.0002680556172081072,71497,origin
MEM,0.5259573791103986,-0.0013623644566866933,raw_demand,0.31317621124304457,0.00010595078955788484,23500,origin
MIA,0.5859551985122338,0.000331697350041682,raw_demand,0.3669597821856014,0.0009892671811780884,104569,origin
MKE,0.525633196585646,-0.0015964409031894444,raw_demand,0.3148083637849793,-3.003027733833319e-05,27310,origin
MSN,0.5315209465478887,-0.0016944066549763326,raw_demand,0.3166695953153734,5.145824204222382e-05,12612,origin
MSP,0.5018541772012067,0.0004697318551896146,raw_demand,0.30699653901827617,0.0005066590045439967,91402,origin
MSY,0.5487272002962568,-0.0001770594747235732,raw_demand,0.3284559553147415,0.0003708326756348135,50424,origin
MYR,0.5553032525482633,-0.002843528790296035,raw_demand,0.32657622943138515,-0.0002778134617971717,12929,origin
OAK,0.44433410123105566,0.0013929251690528721,raw_demand,0.2648117856957496,0.0009276272509233241,33273,origin
OGG,0.42937817795068944,0.00010679802992696885,raw_demand,0.2424620680166021,0.00011654120132215118,24858,origin
OKC,0.5264186633651038,-0.0007185537134737352,raw_demand,0.3163044835867933,0.0005381312804751404,23776,origin
OMA,0.49501756965756877,-0.00061286323623716,raw_demand,0.29334981113428044,0.0002462804987332645,23836,origin
ONT,0.45683444374037857,-9.788332847210368e-05,raw_demand,0.2686009708050669,0.0003247020136216694,25833,origin
ORD,0.5813072684894507,-0.0005742938080985915,raw_demand,0.35953494201340536,0.0004936879927343041,257943,origin
ORF,0.5561958837993575,-0.004877399164151752,raw_demand,0.3305507706282451,-0.0007652160903121596,19573,origin
PBI,0.5707967835855344,-0.00040981752978885844,raw_demand,0.3506309180917718,0.0008429889694775983,28349,origin
PDX,0.4760624881264182,-0.0002620611922409255,raw_demand,0.28436504757682735,3.171623442882465e-05,58871,origin
PHL,0.6061644936526766,-0.000598162866512153,raw_demand,0.37247996514766823,0.00029768208232572313,92497,origin
PHX,0.501747478723049,-0.00017487712604025152,raw_demand,0.30643505928450177,0.0003987897921701733,175652,origin
PIT,0.4933429484807628,-0.0007067068127882825,raw_demand,0.29138311717420196,-8.837207297768268e-05,41531,origin
PNS,0.5483498164864771,-0.00021350730912372828,raw_demand,0.3169056111362397,0.0007204638759042981,13723,origin
PSP,0.4819072953717389,0.0008087602252378479,raw_demand,0.29200182180384054,0.000621496183469683,14520,origin
PVD,0.5437143682614021,-0.0016597566280608378,raw_demand,0.32514106983293695,0.00019152223950297254,15164,origin
PWM,0.5499548792476516,-0.00268290102758606,raw_demand,0.32737641610211304,-0.00037508846327349854,10630,origin
RDU,0.524046388217379,-0.0024439284973346576,raw_demand,0.3127714409102689,-0.00020938501887896033,54711,origin
RIC,0.549657011348086,-0.0024222710417557414,raw_demand,0.3290139140438651,-0.00027790059364257713,17525,origin
RNO,0.4873650848455506,0.0011068476404223482,raw_demand,0.28659446985223763,0.0007805120786067432,20662,origin
ROC,0.5618513671648255,-0.0023721425407889907,raw_demand,0.3384518009140925,-0.00014768205593390649,9914,origin
RSW,0.5166952491225196,0.0008806340684367475,raw_demand,0.31086533700929525,0.0012283711286292798,33899,origin
SAN,0.5381853495803467,0.0013365898974294632,raw_demand,0.3278945652677304,0.0014286146890907236,92521,origin
SAT,0.47767579288340234,0.0008104724252822604,raw_demand,0.2808425186872097,0.0005674352288742579,41253,origin
SAV,0.5509273170197391,-0.003052039065482015,raw_demand,0.324346333458708,-0.0003231979375644123,18659,origin
SDF,0.5221117480932709,-0.0018304599435199354,raw_demand,0.30486304494107,0.0002766216622469564,22203,origin
SEA,0.5348013753241345,0.0002242477116861652,raw_demand,0.33122757565297306,0.0003390524221919544,145024,origin
SFO,0.4980404765603547,0.0004978478427255517,raw_demand,0.3036451889783823,0.0006917052234249876,130201,origin
SJC,0.43461591314409614,0.0011504855408646653,raw_demand,0.2558334222929028,0.0007388346379310073,45114,origin
SJU,0.5300861882852264,0.0004925747196165009,raw_demand,0.32560292143169,0.0001953116257058518,34352,origin
SLC,0.4570766597926234,-7.587950152376788e-06,raw_demand,0.2740637503407545,0.0002723001321616736,95416,origin
SMF,0.4521130462887177,0.00033292544946772473,raw_demand,0.2695880570665809,0.00031485427402055954,56514,origin
SNA,0.4907127253285738,0.0005702241590458956,raw_demand,0.29063136950387647,0.0005641835467916634,42958,origin
STL,0.5194396958389333,-0.00010640664839511871,raw_demand,0.3149457478171598,0.0008331746717821775,62551,origin
SYR,0.5832958788246065,-0.003038801881370623,raw_demand,0.35040049143834856,5.539594565784345e-05,9782,origin
TPA,0.5268355777426171,0.00011358795310556502,raw_demand,0.3211988984593364,0.0006074457751609197,77003,origin
TUL,0.5229659893195794,-0.00269664665328484,raw_demand,0.30804241657716547,6.007401041518978e-05,18006,origin
TUS,0.44218970502663213,-0.0005817901585563057,raw_demand,0.25599225449322704,0.00030871524032421993,19884,origin
TYS,0.5838932137952798,-0.0022838148676812553,raw_demand,0.3526384025315995,-0.00013669402845151168,11396,origin
XNA,0.5637871608511755,-0.0028961949762040806,raw_demand,0.33765202556597984,0.0005973051793480288,12083,origin
ABQ,0.45490454915502765,0.0001654005790441282,normalized_capacity,0.26668349958251547,0.0006885822134405917,24880,origin
ALB,0.5396662510129255,-0.0017845812172764264,normalized_capacity,0.3227947751050073,0.0004963168241962079,11939,origin
ANC,0.4713483084402052,4.287741071618001e-05,normalized_capacity,0.27793030428935467,0.00014963735332756967,12629,origin
ATL,0.5686165191556041,-0.0003771844285171966,normalized_capacity,0.3483866792198219,0.0003722548482416599,266525,origin
AUS,0.5239417902377719,-0.0009264035104534774,normalized_capacity,0.32252633811789655,-0.00011590233788960624,82370,origin
BDL,0.5258723561431586,-0.0008260998759126448,normalized_capacity,0.31734740013995333,5.880200933638946e-05,22764,origin
BHM,0.5187872457614703,-0.0025216193474378867,normalized_capacity,0.3043658588081968,-0.00027612244427116517,16638,origin
BNA,0.5305770776641292,-0.0011395399735053546,normalized_capacity,0.32466535902215077,-0.00014064037038702404,99747,origin
BOI,0.4238734977627433,0.0006027771196474574,normalized_capacity,0.2519015573920269,0.0002658715326137595,23112,origin
BOS,0.5610603589636337,-0.0013434673135390707,normalized_capacity,0.3435194239030071,-5.263289796009207e-05,138336,origin
BUF,0.538561169597011,-0.0009695551647489475,normalized_capacity,0.32290512616580447,0.0001523081439362417,20374,origin
BUR,0.48548681528177673,0.0016785427080435178,normalized_capacity,0.2796399114132516,0.0006537730579873613,29719,origin
BWI,0.5332362899394021,0.0005724008922493029,normalized_capacity,0.32292476286385796,0.0009343359505948889,90284,origin
CHS,0.5531543356609558,-0.002512951939279695,normalized_capacity,0.3262255068617698,-0.00044596106829492,24294,origin
CLE,0.5197265387210062,-0.002130395305686039,normalized_capacity,0.3083250347733692,-0.0005403974434621261,39356,origin
CLT,0.575269363551427,-0.0022242875940824414,normalized_capacity,0.3540978170153547,0.000157026975319996,158932,origin
CMH,0.5128371410858031,-0.0010440756911118676,normalized_capacity,0.3071926229099741,2.0384067171308473e-05,43587,origin
COS,0.5483049405390192,-0.0006471058829305987,normalized_capacity,0.33296586983715,0.001137175930755907,13037,origin
CVG,0.5408571964056296,-0.0019119030374359358,normalized_capacity,0.32669271643819414,-0.00020046484159264022,30824,origin
DAL,0.5578457468651107,0.00016053876939803313,normalized_capacity,0.34064753460728137,0.00040295979873816723,65842,origin
DAY,0.5501552475696301,-0.003014039092878007,normalized_capacity,0.32295678271186723,-3.005736627709199e-05,7562,origin
DCA,0.653400891499187,-0.005535957627172738,normalized_capacity,0.393313682414012,-0.0008487816869029996,127289,origin
DEN,0.5453465474009058,0.0017644104898808521,normalized_capacity,0.34502174860872104,0.001772277697736857,243152,origin
DFW,0.6689804413247566,-0.0001617669836444513,normalized_capacity,0.4101391719754588,0.0008328419988927194,221410,origin
DSM,0.5404132358268979,-0.002638264000725976,normalized_capacity,0.3180107649702484,-0.00021945849420734742,13622,origin
DTW,0.5232347382506146,-0.0011747629844626184,normalized_capacity,0.31959151192144897,-0.00027297123173125604,108498,origin
ELP,0.4748298239789113,-0.0005334942689038114,normalized_capacity,0.2789544965901181,0.00034673424932579744,16763,origin
EWR,0.6090235551775742,-0.0046080032663397,normalized_capacity,0.3693347516746371,-0.00027895340031380833,113771,origin
FAT,0.4779160711772552,0.0003364390544283169,normalized_capacity,0.2862979868151484,0.00028224557851702636,13175,origin
FLL,0.5532373749746058,-0.0006889895937945978,normalized_capacity,0.3406386746081763,0.00040803154493124216,81633,origin
GEG,0.427063600158227,-8.781209474700846e-05,normalized_capacity,0.25331989830274426,9.663685574007319e-05,17884,origin
GRR,0.5409339356704155,-0.0022187471971868433,normalized_capacity,0.3278665582296274,-0.00015822096681666897,16731,origin
GSO,0.5311471731385558,-0.004502796101995221,normalized_capacity,0.3045030916526016,-0.000495467627014301,10163,origin
GSP,0.508164339985594,-0.003203799591661949,normalized_capacity,0.2957597865050207,-0.00037963427418924445,13691,origin
HNL,0.43237725815874073,-0.00027788720327426297,normalized_capacity,0.24771560666594344,-0.00016491198987839129,51232,origin
HOU,0.5183238082292084,-0.0007721848434075751,normalized_capacity,0.3144615678818262,0.00013203617324242245,50539,origin
HPN,0.5788401119113131,-0.003564823505368686,normalized_capacity,0.3455990621352197,0.000924588224257783,10381,origin
IAD,0.5093871328154297,-0.000489425166214752,normalized_capacity,0.3106566301355087,0.0004723259445090222,54506,origin
IAH,0.5453070410053141,-0.0006145171835189034,normalized_capacity,0.333558204963461,0.00030498461775702035,107923,origin
ICT,0.5812636451824955,-0.0029078972822650373,normalized_capacity,0.3477242535345859,2.561860782751557e-05,10780,origin
IND,0.5062176529918438,-0.0010478814660251912,normalized_capacity,0.30023571465900994,-0.0001292512878196539,45448,origin
JAX,0.5196974656675831,-0.0009445621560526529,normalized_capacity,0.3061793745225032,0.0004208134445133904,27657,origin
JFK,0.5852922563488993,-0.0005036294569300548,normalized_capacity,0.35768379839154363,0.0008468606789480693,100462,origin
KOA,0.40678962425584136,0.0004562430500534842,normalized_capacity,0.2235331289530099,0.0003168033764529843,15585,origin
LAS,0.5085557275690965,0.0005806374168109141,normalized_capacity,0.3118654427603317,0.0007923459022554646,173080,origin
LAX,0.4687724017760435,-0.00012928424726060816,normalized_capacity,0.28020722666163755,0.00028276973158369856,178888,origin
LGA,0.6268735451104276,-0.0037444095538513578,normalized_capacity,0.38140959978514577,-0.0008604392068279343,129295,origin
LGB,0.39891359559778927,0.0007314163608002078,normalized_capacity,0.22927831624102482,0.00020189969783127037,16513,origin
LIH,0.4281840778936708,0.0006879868380579302,normalized_capacity,0.24030752606250205,0.0005817411105155657,15466,origin
LIT,0.5597677349966215,-0.001232583134189058,normalized_capacity,0.33580694388817417,0.0009152520585525292,12520,origin
MAF,0.5038179804712765,-0.0009260821740668668,normalized_capacity,0.29498219689017424,0.0008380097980297818,9750,origin
MCI,0.5233272381684269,-0.001081717753118605,normalized_capacity,0.31543384530187063,3.789759281702665e-05,47217,origin
MCO,0.5398486307983846,0.00029119173761549266,normalized_capacity,0.3339242861551768,0.0010231662164540967,150588,origin
MDW,0.5220628408582005,-0.0010013974087272892,normalized_capacity,0.3200730427632941,9.151403209367581e-05,71497,origin
MEM,0.5266090567360586,-0.0007106868310267078,normalized_capacity,0.31327011627420825,0.00019985582072157282,23500,origin
MIA,0.5847069158539764,-0.0009165853082157005,normalized_capacity,0.366431058023547,0.00046054301912368256,104569,origin
MKE,0.5252098656396845,-0.00201977184915092,normalized_capacity,0.31463857190418715,-0.00019982215813046933,27310,origin
MSN,0.5312445321576809,-0.001970821045184201,normalized_capacity,0.3164909481933596,-0.0001271888799715959,12612,origin
MSP,0.5010714943805188,-0.00031295096549832646,normalized_capacity,0.30678313558575887,0.00029325557202669605,91402,origin
MSY,0.5468245476730936,-0.00207971209788671,normalized_capacity,0.328150637233696,6.551459458931097e-05,50424,origin
MYR,0.5553578347257635,-0.0027889466127958285,normalized_capacity,0.32665441981153776,-0.0001996230816445621,12929,origin
OAK,0.44422193682297434,0.0012807607609715554,normalized_capacity,0.26481509155056654,0.0009309331057402725,33273,origin
OGG,0.4299690274107248,0.0006976474899623164,normalized_capacity,0.2425783990709848,0.00023287225570484127,24858,origin
OKC,0.5264266606569267,-0.0007105564216508542,normalized_capacity,0.3163976051595268,0.0006312528532086414,23776,origin
OMA,0.49471883240674536,-0.000911600487060571,normalized_capacity,0.2934640166936674,0.00036048605812022405,23836,origin
ONT,0.4568402947827754,-9.203228607529423e-05,normalized_capacity,0.2685148439026735,0.00023857511122826747,25833,origin
ORD,0.5811237310101693,-0.0007578312873799398,normalized_capacity,0.35972164396082207,0.0006803899401510161,257943,origin
ORF,0.5567615785921656,-0.00431170437134365,normalized_capacity,0.33071939908657155,-0.0005965876319857233,19573,origin
PBI,0.5704994417784544,-0.0007071593368689344,normalized_capacity,0.3506275349091501,0.0008396057868558793,28349,origin
PDX,0.47586831137395974,-0.00045623794469940027,normalized_capacity,0.2842012961802817,-0.00013203516211679478,58871,origin
PHL,0.6056284236723601,-0.0011342328468285645,normalized_capacity,0.3726021251210103,0.0004198420556678073,92497,origin
PHX,0.5015485388271957,-0.00037381702189354105,normalized_capacity,0.3062759961701052,0.00023972667777361067,175652,origin
PIT,0.4931128685278494,-0.0009367867657016915,normalized_capacity,0.2916825607372236,0.00021107149004395698,41531,origin
PNS,0.547589971686161,-0.000973352109439829,normalized_capacity,0.3166540362334769,0.00046888897314145694,13723,origin
PSP,0.48166757867084353,0.0005690435243425052,normalized_capacity,0.2919227596321356,0.0005424340117647364,14520,origin
PVD,0.5440259306020907,-0.0013481942873722064,normalized_capacity,0.32542505298050367,0.0004755053870696968,15164,origin
PWM,0.5490884829858235,-0.0035492972894142216,normalized_capacity,0.32712251731724884,-0.0006289872481377023,10630,origin
