airport,joint_log_loss,joint_log_loss_delta_vs_flare24,method,multiclass_brier,multiclass_brier_delta_vs_flare24,n,role
RDU,0.5239076232570093,-0.0025826934577043437,normalized_capacity,0.3126419571490323,-0.0003388687801155754,54711,origin
RIC,0.5498436902934085,-0.0022355920964332032,normalized_capacity,0.3289697874365515,-0.00032202720095619863,17525,origin
RNO,0.4881234200928556,0.0018651828877273569,normalized_capacity,0.2866324983645267,0.000818540590895811,20662,origin
ROC,0.5621635818539235,-0.002059927851691068,normalized_capacity,0.3386372599473306,3.777697730422691e-05,9914,origin
RSW,0.5163648631597021,0.000550248105619211,normalized_capacity,0.3108484014039805,0.0012114355233145413,33899,origin
SAN,0.5373514450299953,0.0005026853470780912,normalized_capacity,0.3272733912232116,0.0008074406445718885,92521,origin
SAT,0.4765647567356588,-0.00030056372246128893,normalized_capacity,0.28065798153783816,0.0003828980795027026,41253,origin
SAV,0.5524443455842737,-0.001535010500947398,normalized_capacity,0.32442739124627296,-0.0002421401499994591,18659,origin
SDF,0.5222508601344626,-0.0016913479023281663,normalized_capacity,0.3048100844867177,0.00022366120789463206,22203,origin
SEA,0.5345305692042702,-4.655840817813228e-05,normalized_capacity,0.33119598197921446,0.0003074587484333535,145024,origin
SFO,0.49764377930292086,0.00010115058529169829,normalized_capacity,0.30337976523916765,0.0004262814842103668,130201,origin
SJC,0.43422455259289516,0.0007591249896636842,normalized_capacity,0.2556061166580274,0.0005115290030556219,45114,origin
SJU,0.5297160082260683,0.00012239466045849134,normalized_capacity,0.32553281863052363,0.00012520882453948,34352,origin
SLC,0.45684779260184943,-0.00023645514092635045,normalized_capacity,0.27395324948458255,0.00016179927598974908,95416,origin
SMF,0.45186248369217386,8.236285292390066e-05,normalized_capacity,0.2694759778486887,0.0002027750561283681,56514,origin
SNA,0.4905738693097823,0.00043136814025440673,normalized_capacity,0.2905279022010238,0.0004607162439390078,42958,origin
STL,0.5196239204197345,7.78179324060213e-05,normalized_capacity,0.3148988115922471,0.0007862384468694805,62551,origin
SYR,0.5822225084466913,-0.00411217225928584,normalized_capacity,0.35037102976125045,2.593426855973524e-05,9782,origin
TPA,0.5260665923082254,-0.0006553974812861796,normalized_capacity,0.3210363300104549,0.0004448773262794026,77003,origin
TUL,0.5227371446076088,-0.0029254913652554393,normalized_capacity,0.30803317463568197,5.083206893169434e-05,18006,origin
TUS,0.4421620734069343,-0.0006094217782541267,normalized_capacity,0.2558463576932664,0.00016281844036358795,19884,origin
TYS,0.583301588575689,-0.00287544008727203,normalized_capacity,0.3525775275324596,-0.00019756902759143768,11396,origin
XNA,0.5634298647398894,-0.003253491087490179,normalized_capacity,0.3373368078908079,0.0002820875041760762,12083,origin
ABQ,0.4558998892027164,0.0011607406267328813,queue_shadow,0.2670773592083398,0.0010824418392649249,24880,origin
ALB,0.5411694485421036,-0.00028138368809838,queue_shadow,0.3227388321273846,0.0004403738465734719,11939,origin
ANC,0.4716323802833856,0.00032694925389659124,queue_shadow,0.27780727261675686,2.6605680729763215e-05,12629,origin
ATL,0.5698580053821463,0.0008643017980249912,queue_shadow,0.3485229513266557,0.0005085269550754723,266525,origin
AUS,0.5248635160043227,-4.677743902670173e-06,queue_shadow,0.32293178169046644,0.0002895412346802795,82370,origin
BDL,0.5266011985508504,-9.725746822086823e-05,queue_shadow,0.3176737976658766,0.00038519953525967265,22764,origin
BHM,0.521234340267008,-7.452484190018094e-05,queue_shadow,0.30472003626917826,7.805501671032111e-05,16638,origin
BNA,0.5308173581892889,-0.0008992594483456795,queue_shadow,0.32456589522851664,-0.00024010416402114876,99747,origin
BOI,0.42440667114462977,0.0011359505015339222,queue_shadow,0.252247492151399,0.0006118062919858724,23112,origin
BOS,0.5626113898479335,0.00020756357076068266,queue_shadow,0.3440356401214459,0.0004635833204786888,138336,origin
BUF,0.5390452128840596,-0.00048551187770029536,queue_shadow,0.3225961404176214,-0.0001566776042468132,20374,origin
BUR,0.4842547839432148,0.00044651136948159476,queue_shadow,0.2796465338194574,0.0006603954641931642,29719,origin
BWI,0.5341383434886005,0.0014744544414476701,queue_shadow,0.3231136876451194,0.0011232607318563126,90284,origin
CHS,0.5544094205031674,-0.0012578670970680994,queue_shadow,0.32649662064634977,-0.00017484728371497393,24294,origin
CLE,0.520229016879361,-0.001627917147331237,queue_shadow,0.30859814362687227,-0.00026728858995905824,39356,origin
CLT,0.5766068963451761,-0.0008867548003332892,queue_shadow,0.3543540551007403,0.0004132650607056032,158932,origin
CMH,0.5126439959814644,-0.0012372207954506331,queue_shadow,0.30721175028971415,3.951144691133335e-05,43587,origin
COS,0.5513887402546088,0.002436693832658987,queue_shadow,0.33420201124414617,0.00237331733775209,13037,origin
CVG,0.541459524844035,-0.001309574599030472,queue_shadow,0.3270107461842782,0.00011756490449144064,30824,origin
DAL,0.5592657435146021,0.0015805354188894727,queue_shadow,0.3419396457607888,0.001695070952245581,65842,origin
DAY,0.5526501744459421,-0.0005191122165659756,queue_shadow,0.3234029321526746,0.0004160920745303054,7562,origin
DCA,0.6582608454943423,-0.0006760036320174745,queue_shadow,0.3944014994159305,0.00023903531501551223,127289,origin
DEN,0.5460633503641436,0.0024812134531185803,queue_shadow,0.3453333335963828,0.0020838626853986186,243152,origin
DFW,0.6716396192843249,0.0024974109759238194,queue_shadow,0.41096345290258984,0.0016571229260237685,221410,origin
DSM,0.5408937622793267,-0.0021577375482971783,queue_shadow,0.3178189342345013,-0.00041128922995442574,13622,origin
DTW,0.5236515824040769,-0.0007579188310002927,queue_shadow,0.3198374629772881,-2.702017589212291e-05,108498,origin
ELP,0.4758927873146488,0.0005294690668336544,queue_shadow,0.2795498130548101,0.0009420507140177614,16763,origin
EWR,0.614475250390885,0.0008436919469710924,queue_shadow,0.370642896253919,0.001029191178968103,113771,origin
FAT,0.47763405748452,5.442536169308898e-05,queue_shadow,0.2863473371024868,0.00033159586585540524,13175,origin
FLL,0.552945071828695,-0.000981292739705375,queue_shadow,0.34031944841673956,8.880535349448104e-05,81633,origin
GEG,0.42752049105207807,0.00036907879910408337,queue_shadow,0.2534499351760606,0.0002266737290564369,17884,origin
GRR,0.5417854004477424,-0.0013672824198599498,queue_shadow,0.32792804215324994,-9.673704319412835e-05,16731,origin
GSO,0.5338899204805408,-0.0017600487600101244,queue_shadow,0.3050735429469786,7.498366736269357e-05,10163,origin
GSP,0.5107511109508042,-0.0006170286264517433,queue_shadow,0.29643384240479126,0.00029442162558129814,13691,origin
HNL,0.4323745244111811,-0.0002806209508338653,queue_shadow,0.24776597749038823,-0.00011454116543360704,51232,origin
HOU,0.5212542109785088,0.0021582179058927675,queue_shadow,0.31519244165310845,0.000862909944524648,50539,origin
HPN,0.580166689077381,-0.002238246339300809,queue_shadow,0.34544225788711574,0.0007677839761538463,10381,origin
IAD,0.5093768585444,-0.000499699437244483,queue_shadow,0.31016068344280956,-2.3620748190122942e-05,54506,origin
IAH,0.5463353852671754,0.00041382707834236587,queue_shadow,0.3334993044431089,0.00024608409740489723,107923,origin
ICT,0.5825828172105055,-0.001588725254255019,queue_shadow,0.3477428067184494,4.4171791691027806e-05,10780,origin
IND,0.506912601373828,-0.0003529330840410516,queue_shadow,0.300365538407737,5.724609073998188e-07,45448,origin
JAX,0.5207296328069179,8.760498328208577e-05,queue_shadow,0.3064831759068558,0.0007246148288659882,27657,origin
JFK,0.5870307892011819,0.0012349033953525934,queue_shadow,0.35825298260887367,0.0014160448962781125,100462,origin
KOA,0.40707016386242145,0.0007367826566335722,queue_shadow,0.2235196599756294,0.0003033343990724857,15585,origin
LAS,0.5088699873426856,0.0008948971904000347,queue_shadow,0.3120214809889189,0.0009483841308426944,173080,origin
LAX,0.46914824740829364,0.00024656138498951874,queue_shadow,0.2803471055342102,0.0004226486041563615,178888,origin
LGA,0.6297698528584705,-0.00084810180580841,queue_shadow,0.3831086260060402,0.000838587014066472,129295,origin
LGB,0.3990740531356926,0.0008918738987035435,queue_shadow,0.22962608342817148,0.0005496668849779285,16513,origin
LIH,0.428225898075378,0.0007298070197651052,queue_shadow,0.24030119827651633,0.0005754133245298443,15466,origin
LIT,0.5622003139144163,0.001199995783605745,queue_shadow,0.3360425459495271,0.0011508541199054534,12520,origin
MAF,0.5039610883069867,-0.0007829743383566123,queue_shadow,0.2946679111601309,0.000523724067986453,9750,origin
MCI,0.525482150095547,0.001073194174001535,queue_shadow,0.31619072595836667,0.0007947782493130662,47217,origin
MCO,0.539770759245153,0.00021332018438391387,queue_shadow,0.3336824683097416,0.0007813483710188973,150588,origin
MDW,0.5229718013772602,-9.24368896676464e-05,queue_shadow,0.3201303920873482,0.00014886335614777702,71497,origin
MEM,0.527326000386453,6.256819367722599e-06,queue_shadow,0.3131974735858839,0.0001272131323972192,23500,origin
MIA,0.5844266750087762,-0.0011968261534158753,queue_shadow,0.3659885418038272,1.8026799403936256e-05,104569,origin
MKE,0.5264783256353798,-0.0007513118534556718,queue_shadow,0.31482383895783206,-1.4555104485558523e-05,27310,origin
MSN,0.531419318077521,-0.0017960351253440976,queue_shadow,0.31621440851674704,-0.00040372855658415974,12612,origin
MSP,0.5018371334680939,0.000452688122076772,queue_shadow,0.30730315549294945,0.0008132754792172792,91402,origin
MSY,0.549633015568614,0.0007287557976336512,queue_shadow,0.3281807452188528,9.56225797461574e-05,50424,origin
MYR,0.5583594198291763,0.0002126384906169232,queue_shadow,0.32687518346718364,2.114057400132152e-05,12929,origin
OAK,0.44586131282678004,0.002920136764777259,queue_shadow,0.2658066906354562,0.001922532190629933,33273,origin
OGG,0.4295059441596143,0.00023456423885181987,queue_shadow,0.24247431842406855,0.00012879160878859208,24858,origin
OKC,0.5275704682216765,0.0004332511430990005,queue_shadow,0.31665868898834026,0.000892336682022099,23776,origin
OMA,0.49495214250541275,-0.0006782903883931768,queue_shadow,0.29321069275637424,0.00010716212082706456,23836,origin
ONT,0.45802370653277175,0.0010913794639210717,queue_shadow,0.269187607448037,0.0009113386565917647,25833,origin
ORD,0.5805199096762905,-0.0013616526212587576,queue_shadow,0.3583778576757719,-0.0006633963448991476,257943,origin
ORF,0.5597362968446276,-0.0013369861188816667,queue_shadow,0.3313897035281906,7.371680963330629e-05,19573,origin
PBI,0.5709600734815873,-0.0002465276337360045,queue_shadow,0.3508641336108033,0.0010762044885090916,28349,origin
PDX,0.4763634452289992,3.8895910340064344e-05,queue_shadow,0.28430161788779273,-3.171345460578623e-05,58871,origin
PHL,0.6071770223734368,0.0004143658542481443,queue_shadow,0.3728261728946407,0.0006438898292981943,92497,origin
PHX,0.5023272671440906,0.00040491129500130896,queue_shadow,0.30648747257269354,0.00045120308036195045,175652,origin
PIT,0.492929856753806,-0.0011197985397450871,queue_shadow,0.29153862524859225,6.713600141261544e-05,41531,origin
PNS,0.5511501154988029,0.002586791703202085,queue_shadow,0.31680022478754927,0.0006150775272138476,13723,origin
PSP,0.4824113109667083,0.0013127758202072792,queue_shadow,0.29228858242704564,0.0009082568066747787,14520,origin
PVD,0.5448314934751887,-0.0005426314142742417,queue_shadow,0.32550725305675937,0.0005577054633253975,15164,origin
PWM,0.5506020808896555,-0.0020356993855822347,queue_shadow,0.3270933215229648,-0.0006581830424217672,10630,origin
RDU,0.5253753525305407,-0.0011149641841730062,queue_shadow,0.3132909592387237,0.00031013330957579965,54711,origin
RIC,0.551858528437554,-0.0002207539522877111,queue_shadow,0.3299764595738156,0.0006846449363079321,17525,origin
RNO,0.48851045780747954,0.002252220602351307,queue_shadow,0.28698693522460605,0.0011729774509751656,20662,origin
ROC,0.5634959439503013,-0.0007275657553131865,queue_shadow,0.3387948812579066,0.00019539828788017743,9914,origin
RSW,0.5163098910022912,0.0004952759482083069,queue_shadow,0.3107518871866197,0.0011149213059537533,33899,origin
SAN,0.5378794495871819,0.0010306899042646922,queue_shadow,0.3274145342095492,0.0009485836309094942,92521,origin
SAT,0.47822905988991876,0.0013637394317986828,queue_shadow,0.2810630105914239,0.0007879271330884507,41253,origin
SAV,0.5547989553418295,0.0008195992566084609,queue_shadow,0.325031381156123,0.00036184975985059653,18659,origin
SDF,0.5236457599720515,-0.0002964480647392742,queue_shadow,0.3048063564476577,0.00021993316883461844,22203,origin
SEA,0.534991030740517,0.00041390312806866003,queue_shadow,0.33124426317765265,0.0003557399468715472,145024,origin
SFO,0.49730509360973874,-0.00023753510789042975,queue_shadow,0.30308194184987575,0.00012845809491845994,130201,origin
SJC,0.43536760964030513,0.001902182037073652,queue_shadow,0.25634584461640497,0.0012512569614331892,45114,origin
SJU,0.529217201952864,-0.00037641161274581947,queue_shadow,0.3250437171210099,-0.0003638926849742763,34352,origin
SLC,0.45718782922556966,0.00010358148279387969,queue_shadow,0.27407698629552446,0.0002855360869316592,95416,origin
SMF,0.4521926375589755,0.00041251671972553083,queue_shadow,0.2696026856953072,0.0003294829027468693,56514,origin
SNA,0.4899316170476303,-0.0002108841218976254,queue_shadow,0.29035111037320444,0.0002839244161196297,42958,origin
STL,0.5208356464030899,0.0012895439157614152,queue_shadow,0.3152024549580226,0.0010898818126450216,62551,origin
SYR,0.5831483170099463,-0.0031863636960308694,queue_shadow,0.350221756258124,-0.00012333923456669948,9782,origin
TPA,0.5260105230142996,-0.0007114667752119441,queue_shadow,0.32068939439601013,9.794171183463707e-05,77003,origin
TUL,0.5245882909994112,-0.0010743449734530452,queue_shadow,0.30826063665907827,0.00027829409232799085,18006,origin
TUS,0.4435046733971683,0.0007331782119798791,queue_shadow,0.2561741521452697,0.0004906128923668485,19884,origin
TYS,0.5862636061310901,8.657746812901213e-05,queue_shadow,0.35334422543623095,0.0005691288761799362,11396,origin
XNA,0.5652424519663508,-0.0014409038610287972,queue_shadow,0.337428207013904,0.0003734866272722126,12083,origin
ABQ,0.4560961953214218,0.001357046745438295,hypergraph,0.26711049475405246,0.001115577384977584,24880,origin
ALB,0.5407234240377413,-0.0007274081924606435,hypergraph,0.3228572404876169,0.0005587822068057746,11939,origin
ANC,0.4718854172736557,0.0005799862441666637,hypergraph,0.27803150891490125,0.00025084197887415005,12629,origin
ATL,0.571596750364791,0.0026030467806696933,hypergraph,0.3485515080327449,0.0005370836611646168,266525,origin
AUS,0.5248026723775708,-6.55213706545199e-05,hypergraph,0.3228429191605343,0.0002006787047481584,82370,origin
BDL,0.5271932083216816,0.0004947523026103129,hypergraph,0.31763413271573787,0.0003455345851209324,22764,origin
BHM,0.5213668292183271,5.796410941893981e-05,hypergraph,0.3048396805238264,0.00019769927135843135,16638,origin
BNA,0.5315820353955896,-0.00013458224204498936,hypergraph,0.32457255736903384,-0.00023344202350394916,99747,origin
BOI,0.42449309421299986,0.0012223735699040117,hypergraph,0.2523769550538498,0.0007412691944366778,23112,origin
BOS,0.5626563394916972,0.0002525132145244635,hypergraph,0.34398472728268614,0.0004126704817189464,138336,origin
BUF,0.5385299865183688,-0.001000738243391086,hypergraph,0.32260421299646175,-0.00014860502540647857,20374,origin
BUR,0.48520433545862957,0.001396062884896354,hypergraph,0.2796145895922382,0.0006284512369739703,29719,origin
BWI,0.5341007097386494,0.001436820691496643,hypergraph,0.32278516177595956,0.000794734862696489,90284,origin
CHS,0.5554472068562617,-0.00022008074397383837,hypergraph,0.32694910454673576,0.0002776366166710176,24294,origin
CLE,0.5212142047245315,-0.0006427293021606939,hypergraph,0.3088660002854352,5.68068603878924e-07,39356,origin
CLT,0.5769481745621172,-0.0005454765833922126,hypergraph,0.3544869613961432,0.0005461713561085157,158932,origin
CMH,0.5131607135219395,-0.0007205032549755241,hypergraph,0.3074098342799883,0.00023759543718548937,43587,origin
COS,0.5506543711605875,0.0017023247386376283,hypergraph,0.33404293660569045,0.002214242699296376,13037,origin
CVG,0.5421409316529338,-0.0006281677901317506,hypergraph,0.32730824190521957,0.00041506062543278377,30824,origin
DAL,0.5603982437528441,0.002713035657131435,hypergraph,0.3421432454463173,0.0018986706377741025,65842,origin
DAY,0.552972074165982,-0.00019721249652604467,hypergraph,0.323402560696578,0.00041572061843370145,7562,origin
DCA,0.6585693915435928,-0.00036745758276690577,hypergraph,0.39468614324361556,0.0005236791427005727,127289,origin
DEN,0.546065206135204,0.0024830692241790686,hypergraph,0.3454205725544777,0.002171101643493545,243152,origin
DFW,0.6749225304329082,0.005780322124507076,hypergraph,0.4118816351513054,0.0025753051747393063,221410,origin
DSM,0.5420281102171628,-0.0010233896104611118,hypergraph,0.3179598608677589,-0.00027036259669682705,13622,origin
DTW,0.5246954549808505,0.0002859537457732264,hypergraph,0.3203072633500308,0.00044278019685056735,108498,origin
ELP,0.4766019474771396,0.0012386292293244394,hypergraph,0.27972639213825784,0.0011186297974655202,16763,origin
EWR,0.6141429210035159,0.0005113625596019356,hypergraph,0.37085708528185213,0.0012433802069012345,113771,origin
FAT,0.477732674310122,0.00015304218729511598,hypergraph,0.2862537968999411,0.00023805566330975525,13175,origin
FLL,0.5540278104641198,0.00010144589571936535,hypergraph,0.34050595807178635,0.000275315008541277,81633,origin
GEG,0.4268961924972044,-0.0002552197557695868,hypergraph,0.2531796215642166,-4.3639882787605e-05,17884,origin
GRR,0.5403709111738453,-0.0027817716937570403,hypergraph,0.32717364859908954,-0.0008511305973545324,16731,origin
GSO,0.536054508834617,0.00040453959406605566,hypergraph,0.3056302904377585,0.0006317311581426344,10163,origin
GSP,0.510189399397552,-0.0011787401797038743,hypergraph,0.29653148630682125,0.000392065527611285,13691,origin
HNL,0.43240636345360917,-0.00024878190840582626,hypergraph,0.24773773043984768,-0.00014278821597416003,51232,origin
HOU,0.5203911087965616,0.0012951157239455835,hypergraph,0.31504878767830125,0.0007192559697174472,50539,origin
HPN,0.5834046492166894,0.0009997138000076289,hypergraph,0.3464798683373059,0.0018053944263439758,10381,origin
IAD,0.5094551838249597,-0.00042137415668475064,hypergraph,0.31039593310837094,0.00021162891737125378,54506,origin
IAH,0.5455122367964215,-0.00040932139241156573,hypergraph,0.3333488852302557,9.566488455170497e-05,107923,origin
ICT,0.5825483566751353,-0.001623185789625281,hypergraph,0.3477094697886051,1.0834861846720223e-05,10780,origin
IND,0.5069776387343464,-0.00028789572352261317,hypergraph,0.3004924642993576,0.00012749835252801045,45448,origin
JAX,0.5215090042800639,0.0008669764564280813,hypergraph,0.3068314215734065,0.001072860495416661,27657,origin
JFK,0.5869678583706793,0.0011719725648500212,hypergraph,0.3579663400506421,0.0011294023380465368,100462,origin
KOA,0.4060815712659024,-0.0002518099398854945,hypergraph,0.22313184031036268,-8.448526619422858e-05,15585,origin
LAS,0.5087615481237777,0.0007864579714921272,hypergraph,0.3118710027859859,0.0007979059279096812,173080,origin
LAX,0.46920613121383165,0.0003044451905275247,hypergraph,0.28033161848039817,0.0004071615503443149,178888,origin
LGA,0.6316560787223348,0.0010381240580558115,hypergraph,0.3834654898782948,0.0011954508863211144,129295,origin
LGB,0.39845818074218287,0.0002760015051938014,hypergraph,0.22927710069319196,0.0002006841499984091,16513,origin
LIH,0.4277586368716075,0.00026254581599460813,hypergraph,0.2401232496277011,0.0003974646757146094,15466,origin
LIT,0.5628567057516218,0.0018563876208113061,hypergraph,0.33601095206737025,0.0011192602377486094,12520,origin
MAF,0.5051893584772461,0.0004452958319027811,hypergraph,0.29476793479106805,0.0006237476989235935,9750,origin
MCI,0.5253903502968048,0.000981394375259348,hypergraph,0.3161218666926934,0.0007259189836397728,47217,origin
MCO,0.5399554101084003,0.00039797104763117375,hypergraph,0.3334458172191642,0.0005446972804415418,150588,origin
MDW,0.5230439655568622,-2.0272710065660782e-05,hypergraph,0.32005713119564966,7.560246444920926e-05,71497,origin
MEM,0.527962347930375,0.0006426043632896672,hypergraph,0.3132454024264732,0.00017514197298651446,23500,origin
MIA,0.585387741656726,-0.00023575950546605995,hypergraph,0.36623606974765077,0.00026555474322748074,104569,origin
MKE,0.5260146370469786,-0.0012150004418568505,hypergraph,0.314700608760826,-0.00013778530149161083,27310,origin
MSN,0.5316312369920909,-0.0015841162107741447,hypergraph,0.316286292160026,-0.0003318449133051793,12612,origin
MSP,0.5016141902063902,0.00022974486037308228,hypergraph,0.3071469779839196,0.0006570979701874258,91402,origin
MSY,0.5485813440006823,-0.00032291577029808227,hypergraph,0.328189435965914,0.00010431332680732597,50424,origin
MYR,0.5572097552214208,-0.0009370261171385286,hypergraph,0.32706161205892614,0.0002075691657438261,12929,origin
OAK,0.4448030903547081,0.0018619142927053245,hypergraph,0.26523904503036483,0.0013548865855385617,33273,origin
OGG,0.4297420946212038,0.00047071470044129926,hypergraph,0.24270483196505135,0.00035930514977139394,24858,origin
OKC,0.5278062770476547,0.0006690599690771792,hypergraph,0.31675806280672614,0.0009917105004079718,23776,origin
OMA,0.49576708376403605,0.00013665087023012612,hypergraph,0.29320189909681943,9.836846127225796e-05,23836,origin
ONT,0.45771304939699603,0.0007807223281453557,hypergraph,0.2689646593903844,0.0006883905989391592,25833,origin
ORD,0.5804751135930053,-0.0014064487045439833,hypergraph,0.35785639711496586,-0.0011848569057051894,257943,origin
ORF,0.5585935875823947,-0.0024796953811144773,hypergraph,0.3313827884469057,6.680172834844234e-05,19573,origin
PBI,0.5722979138041654,0.0010913126888421054,hypergraph,0.3515798736825957,0.0017919445603014617,28349,origin
PDX,0.47612235601338204,-0.00020219330527709856,hypergraph,0.28433086621217424,-2.465130224282852e-06,58871,origin
PHL,0.6082612393001247,0.001498582780935953,hypergraph,0.3730858819289343,0.0009035988635918146,92497,origin
PHX,0.502033684904684,0.00011132905559474437,hypergraph,0.3061797129244565,0.00014344343212491228,175652,origin
PIT,0.4939232143334319,-0.0001264409601192118,hypergraph,0.2919277604374145,0.000456271190234836,41531,origin
PNS,0.5504814505743237,0.0019181267787229395,hypergraph,0.31704399439173064,0.000858847131395224,13723,origin
PSP,0.4823120417901823,0.0012135066436812503,hypergraph,0.2920247552090708,0.0006444295886999241,14520,origin
PVD,0.5449401292026139,-0.00043399568684898693,hypergraph,0.32544020524206735,0.0004906576486333747,15164,origin
PWM,0.5508564852188451,-0.0017812950563925734,hypergraph,0.3275438214717779,-0.0002076830936086349,10630,origin
RDU,0.5254864678743583,-0.0010038488403554258,hypergraph,0.3132141078373421,0.00023328190819421613,54711,origin
RIC,0.5516059602072572,-0.00047332218258455683,hypergraph,0.3297958092487069,0.00050399461119921,17525,origin
RNO,0.4861345079293166,-0.00012372927581161264,hypergraph,0.28629613611318816,0.00048217833955727096,20662,origin
ROC,0.5633645147104956,-0.000858994995118878,hypergraph,0.3389431623582617,0.0003436793882353184,9914,origin
RSW,0.5172110507039357,0.0013964356498528119,hypergraph,0.3107951886624875,0.0011582227818215385,33899,origin
SAN,0.5381445694308632,0.001295809747945964,hypergraph,0.3273347339974596,0.0008687834188199073,92521,origin
SAT,0.4779908333005214,0.0011255128424013106,hypergraph,0.28092753072569515,0.0006524472673596904,41253,origin
SAV,0.5548535697271995,0.0008742136419783719,hypergraph,0.32536117351507426,0.0006916421188018496,18659,origin
SDF,0.5225533232027851,-0.001388884834005677,hypergraph,0.30465612534818654,6.970206936346424e-05,22203,origin
SEA,0.5355755681531177,0.000998440540669332,hypergraph,0.33152895270827654,0.00064042947749543,145024,origin
SFO,0.49798149725404733,0.0004388685364181688,hypergraph,0.3033523561522458,0.00039887239728852997,130201,origin
SJC,0.4351231306433194,0.0016577030400879433,hypergraph,0.2561275163397565,0.0010329286847847174,45114,origin
SJU,0.5289904886647492,-0.0006031249008606743,hypergraph,0.3245614842413216,-0.0008461255646625698,34352,origin
SLC,0.4573295955361487,0.0002453477933729298,hypergraph,0.2741848007918727,0.00039335058327988337,95416,origin
SMF,0.45175560698600237,-2.451385324758748e-05,hypergraph,0.26938920199296684,0.00011599920040650247,56514,origin
SNA,0.49011501868359564,-2.748248593226199e-05,hypergraph,0.2902796826385429,0.00021249668145811862,42958,origin
STL,0.5206016890016533,0.0010555865143248022,hypergraph,0.31534506507835447,0.0012324919329768647,62551,origin
SYR,0.5826270082089406,-0.0037076724970365182,hypergraph,0.35014732922899405,-0.00019776626369666372,9782,origin
TPA,0.5270491211936766,0.0003271314041650708,hypergraph,0.32091270001514977,0.0003212473309742725,77003,origin
TUL,0.5245481521947136,-0.001114483778150599,hypergraph,0.30825334239060564,0.0002709998238553668,18006,origin
TUS,0.44287887933610637,0.00010738415091793296,hypergraph,0.256009540103026,0.000326000850123187,19884,origin
TYS,0.5869968947760488,0.0008198661130877083,hypergraph,0.35346712203350084,0.0006920254734498199,11396,origin
XNA,0.5654329230691877,-0.0012504327581919217,hypergraph,0.337636567256211,0.0005818468695791834,12083,origin
ABQ,0.4547391485520762,-2.3907320567673196e-11,global_simplex,0.2659949173563371,-1.2737755294978115e-11,24880,origin
ALB,0.541450832207082,-2.3119950398609035e-11,global_simplex,0.32229845825135117,-2.945993449188222e-11,11939,origin
ANC,0.4713054309888251,-4.0663916678340684e-11,global_simplex,0.2777806669132385,-2.2788604336909657e-11,12629,origin
ATL,0.5689937035860398,1.918576408854733e-12,global_simplex,0.3480144243737927,2.212452443473012e-12,266525,origin
AUS,0.5248681937769082,2.8682833885795844e-11,global_simplex,0.3226422404764544,2.0668244893329302e-11,82370,origin
BDL,0.5266984560462329,2.7161606297454455e-11,global_simplex,0.31728859815524363,2.4626689576479066e-11,22764,origin
BHM,0.521308865136782,2.7873814367751493e-11,global_simplex,0.3046419812685812,1.611327737904844e-11,16638,origin
BNA,0.5317166176165948,-2.103972551736888e-11,global_simplex,0.3248059993756918,-1.6845969064149813e-11,99747,origin
BOI,0.4232707206521982,9.10233000084304e-12,global_simplex,0.25163568586344975,4.0366043840833754e-12,23112,origin
BOS,0.5624038262825618,5.38902256153051e-12,global_simplex,0.3435720568038273,2.860101044888097e-12,138336,origin
BUF,0.5395307247477443,-1.4015566485170439e-11,global_simplex,0.32275281801374633,-8.121892047796564e-12,20374,origin
BUR,0.48380827257540276,1.6695533844313104e-12,global_simplex,0.2789861383521689,-3.0953573038061677e-12,29719,origin
BWI,0.5326638890473109,1.580957587066223e-13,global_simplex,0.32199042691304136,-2.2171153801764376e-13,90284,origin
CHS,0.555667287584957,-1.5278556197984017e-11,global_simplex,0.32667146791995305,-1.0111689263681e-11,24294,origin
CLE,0.521856934067496,4.0803804779443453e-11,global_simplex,0.30886543224739876,3.056743747009705e-11,39356,origin
CLT,0.5774936511593729,1.3863465930796792e-11,global_simplex,0.3539407900498242,9.78950254193478e-12,158932,origin
CMH,0.5138812167721603,-4.754752147562158e-12,global_simplex,0.30717223884319345,3.9063197121436133e-13,43587,origin
COS,0.5489520464144585,-7.491340880960706e-12,global_simplex,0.33182869389339587,-1.2998213616555176e-11,13037,origin
CVG,0.5427690994320069,-1.1058598481383797e-11,global_simplex,0.3268931812702224,-9.56440482369203e-12,30824,origin
DAL,0.5576852081085695,1.2856826714369163e-11,global_simplex,0.34024457482114273,1.2599532528412283e-11,65842,origin
DAY,0.5531692867056323,4.312417090091003e-11,global_simplex,0.32298684012117557,4.3031245233748905e-11,7562,origin
DCA,0.6589368491178706,-8.489098313191334e-12,global_simplex,0.3941624640934497,-7.465306151033246e-12,127289,origin
DEN,0.5435821368969723,-1.4052647934192919e-11,global_simplex,0.34324947089931507,-1.166911012262517e-11,243152,origin
DFW,0.6691422083091456,7.4451556031363e-13,global_simplex,0.4093063299797319,3.165800954718634e-12,221410,origin
DSM,0.5430514998219217,-5.7022164767772665e-12,global_simplex,0.31823022345039764,-1.4058088027013582e-11,13622,origin
DTW,0.5244095012184029,-1.6674328584542764e-11,global_simplex,0.31986448314106575,-1.2114476088953552e-11,108498,origin
ELP,0.4753633182478611,4.596323321948148e-14,global_simplex,0.27860776233703316,-3.759159650229549e-12,16763,origin
EWR,0.613631558454157,1.0243028647494157e-11,global_simplex,0.36961370507769437,2.7434721161512243e-12,113771,origin
