joint_log_loss,multiclass_brier,weight_baseline,weight_rotation_risk,weight_rotation_structural,weight_weather
0.44263267106349835,0.26543770454425636,0.05,0.55,0.4,0.0
0.4425617944808224,0.26539274122338213,0.05,0.5,0.45,0.0
0.4424947836284791,0.26534924976085145,0.05,0.45,0.5,0.0
0.44243164557102715,0.2653072301566644,0.05,0.4,0.55,0.0
0.44237239971428616,0.26526668241082096,0.05,0.35,0.6,0.0
0.44231707804035403,0.26522760652332106,0.05,0.3,0.65,0.0
0.44226572583368295,0.2651900024941649,0.05,0.25,0.7,0.0
0.4422184029727864,0.26515387032335225,0.05,0.2,0.75,0.0
0.44217518593669203,0.2651192100108833,0.05,0.15,0.8,0.0
0.44213617079072914,0.2650860215567579,0.05,0.1,0.85,0.0
0.4421014776176852,0.2650543049609761,0.05,0.05,0.9,0.0
0.4420712572504131,0.2650240602235379,0.05,0.0,0.95,0.0
0.4433420722003687,0.2658566210331477,0.05,0.9,0.0,0.05
0.4432405171239667,0.2658003610471758,0.05,0.85,0.05,0.05
0.44314330341495634,0.2657455729195476,0.05,0.8,0.1,0.05
0.4430502822026658,0.265692256650263,0.05,0.75,0.15,0.05
0.4429613426610237,0.265640412239322,0.05,0.7,0.2,0.05
0.4428764023918392,0.26559003968672457,0.05,0.65,0.25,0.05
0.4427954013184057,0.2655411389924708,0.05,0.6,0.3,0.05
0.44271829767784493,0.26549371015656054,0.05,0.55,0.35,0.05
0.44264506536272935,0.26544775317899394,0.05,0.5,0.4,0.05
0.44257569219131476,0.26540326805977105,0.05,0.45,0.45,0.05
0.44251017886460436,0.26536025479889164,0.05,0.4,0.5,0.05
0.4424485384751311,0.26531871339635593,0.05,0.35,0.55,0.05
0.44239079650362495,0.2652786438521638,0.05,0.3,0.6,0.05
0.44233699129558907,0.2652400461663152,0.05,0.25,0.65,0.05
0.4422871750637833,0.26520292033881027,0.05,0.2,0.7,0.05
0.4422414155276358,0.26516726636964894,0.05,0.15,0.75,0.05
0.44219979839483875,0.26513308425883125,0.05,0.1,0.8,0.05
0.44216243104699293,0.26510037400635716,0.05,0.05,0.85,0.05
0.44212944808186594,0.26506913561222667,0.05,0.0,0.9,0.05
0.443345846996698,0.2658637644278484,0.05,0.85,0.0,0.1
0.4432460561429375,0.2658079826435279,0.05,0.8,0.05,0.1
0.44315053135494953,0.26575367271755096,0.05,0.75,0.1,0.1
0.4430591417399599,0.2657008346499176,0.05,0.7,0.15,0.1
0.44297178996946956,0.26564946844062787,0.05,0.65,0.2,0.1
0.44288840430363213,0.2655995740896817,0.05,0.6,0.25,0.1
0.44280893346218675,0.26555115159707926,0.05,0.55,0.3,0.1
0.4427333432462309,0.26550420096282035,0.05,0.5,0.35,0.1
0.44266161431607776,0.265458722186905,0.05,0.45,0.4,0.1
0.44259374078820696,0.26541471526933336,0.05,0.4,0.45,0.1
0.4425297294596089,0.26537218021010534,0.05,0.35,0.5,0.1
0.44246959955844295,0.26533111700922085,0.05,0.3,0.55,0.1
0.4424133829847328,0.26529152566667996,0.05,0.25,0.6,0.1
0.4423611250608989,0.2652534061824827,0.05,0.2,0.65,0.1
0.44231288587284356,0.2652167585566291,0.05,0.15,0.7,0.1
0.4422687423640664,0.2651815827891191,0.05,0.1,0.75,0.1
0.4422287914743801,0.2651478788799526,0.05,0.05,0.8,0.1
0.44219315484518046,0.2651156468291298,0.05,0.0,0.85,0.1
