accuracy,accuracy_delta_vs_meta,airport,joint_log_loss,joint_log_loss_delta_vs_meta,multiclass_brier,multiclass_brier_delta_vs_meta,n,role,selected_method
0.853125754284335,0.0,OGG,0.42834376754130654,-0.000260427267922414,0.24200549252469472,-0.0002819584447099066,24858,origin,boundary_gated_ensemble
0.7874747644683715,0.0007150067294751095,OKC,0.5261861924667025,0.0015687966412163412,0.31542649937459505,-3.932834639686078e-05,23776,origin,boundary_gated_ensemble
0.8047910723275717,0.0005873468702802809,OMA,0.49415890832249937,0.0009346660018046404,0.2922382506357451,-0.000489827762346573,23836,origin,boundary_gated_ensemble
0.8249912902101962,0.0001935508845275491,ONT,0.4557679121747633,-0.00042784176905757976,0.2676250484790008,-0.0006075647331288958,25833,origin,boundary_gated_ensemble
0.744579228744335,0.0007055822410377832,ORD,0.580188324018092,0.0012445038049671009,0.35781764098167823,-0.0008016751604620342,257943,origin,boundary_gated_ensemble
0.7746385326725591,-0.000357635518316024,ORF,0.5581978116026662,0.0023617283430621416,0.3304339781537326,2.3755453537499527e-05,19573,origin,boundary_gated_ensemble
0.7466930050442696,-0.0001058238385833743,PBI,0.5702015171319385,0.0019831260268183826,0.34965578143431914,0.0001434141814090073,28349,origin,boundary_gated_ensemble
0.8182806475174534,0.00018684921268541377,PDX,0.4754482508988726,-0.0005447218254495678,0.28384577174964387,-0.000474343248320408,58871,origin,boundary_gated_ensemble
0.7347589651556267,-0.00040001297339375963,PHL,0.606441218851577,0.0029152887284845663,0.3721179562331556,0.00046563679668704117,92497,origin,boundary_gated_ensemble
0.7963416300412178,5.12376744926657e-05,PHX,0.5008390190015817,-0.0005701329975660308,0.305425007291113,-0.0005899096502586798,175652,origin,boundary_gated_ensemble
0.8030146155883557,-9.631359707196196e-05,PIT,0.4928016630457054,0.0015069554577903932,0.2909894751819784,4.083300327251127e-05,41531,origin,boundary_gated_ensemble
0.7897690009473147,0.0005100925453618288,PNS,0.5469224206691327,0.0012287743560317477,0.31568504201969266,-0.00020758291963945963,13723,origin,boundary_gated_ensemble
0.8106060606060606,0.0003443526170798794,PSP,0.48046641037516635,-0.00026668944937618955,0.29100380252401975,-0.00034946794463058817,14520,origin,boundary_gated_ensemble
0.7758506990240043,0.00013189132155111416,PVD,0.5440263297617421,0.0031652445031273846,0.3243255383388254,0.00015756467407418429,15164,origin,boundary_gated_ensemble
0.7740357478833491,-0.000564440263405408,PWM,0.5504391703136704,0.00242795026958309,0.32712822599530594,0.0003734658988166495,10630,origin,boundary_gated_ensemble
0.7847050867284459,1.8277860028170778e-05,RDU,0.5244795262436114,0.0013964532496683058,0.31239666448113035,-0.00012014161095874609,54711,origin,boundary_gated_ensemble
