joint_log_loss,mean_absolute_probability_shift,mode,multiclass_brier,variance_multiplier
0.44195315202320395,0.0,identity_no_alignment,0.26490556013175115,
0.4683396813984652,0.04450562242880523,soft_marginal_alignment,0.2814417240465995,0.5
0.46096162917592115,0.03680684416718168,soft_marginal_alignment,0.2769698337972377,1.0
0.453881132157248,0.027681303185498232,soft_marginal_alignment,0.2725091190757699,2.0
0.4484133045944883,0.01858813878163778,soft_marginal_alignment,0.2690234782381111,4.0
0.44507630355517036,0.01120701245087716,soft_marginal_alignment,0.26691381092081096,8.0
